FacultyID,Category,Preference 1,Preference 2,Preference 3,Preference 4,Preference 5,Preference 6,Preference 7,Preference 8,Preference 9,Preference 10,Preference 11,Preference 12
Faculty41,x1,FDCDC - GS F231 - DYN OF SOCIAL CHANGE,FDCDC - CS F314 - SOFT DEV FOR PORT DEVICE,FDELE - PHY F433 - TOPICS IN NONLINEAR OPTICS,HDCDC - BITS G561T - DISSERTATION,FDCDC - EEE F311 - COMMUNICATION SYSTEMS,FDCDC - CS F407 - ARTIFICIAL INTELLIGENCE,FDELE - CS F222 - DISCR STRUC FOR COMP SCI,HDELE - BITS G629T - DISSERTATION,HDCDC - BITS G553 - REAL TIME SYSTEMS,HDELE - ME F415 - GAS DYNAMICS,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO,FDELE - EEE F491 - SPECIAL PROJECT
Faculty42,x3,FDCDC - BITS F415 - INTRODUCTION TO MEMS,FDELE - MATH F353 - STATISTICAL INFER & APP,FDELE - GS F221 - BUSINESS COMMUNICATION,FDELE - CS F222 - DISCR STRUC FOR COMP SCI,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS,HDCDC - CHE G622 - ADV CHEMICAL ENGG THERMO,FDELE - PHY F433 - TOPICS IN NONLINEAR OPTICS,FDCDC - HSS F347 - INTRO TOCARNATIC MUSIC,FDCDC - CS F407 - ARTIFICIAL INTELLIGENCE,HDELE - BIO G532 - BIOSTATISTICS AND BIOMODELLING,FDCDC - CS F214 - LOGIC IN COMPUTER SC,HDELE - MEL G611 - I C FABRICATION TECH
Faculty43,x2,FDCDC - PHY F491 - SPECIAL PROJECT,FDELE - CHE F211 - CHEMICAL PROCESS CALCULATION,HDCDC - BITS G540 - RESEARCH PRACTICE,FDCDC - GS F233 - PUBLIC POLICY,FDELE - MATH F353 - STATISTICAL INFER & APP,HDCDC - BITS G529 - RESEARCH PROJECT I,FDELE - BIO F417 - BIOMOLECULAR MODELING,FDELE - CHE F312 - CHEMICAL ENGG LAB I,FDCDC - MATH F313 - NUMERICAL ANALYSIS,HDELE - MEL G624 - ADV VLSI ARCHITECTURES,FDCDC - HSS F347 - INTRO TOCARNATIC MUSIC,HDELE - DE G611 - DYNAMICS & VIBRATION
Faculty44,x2,FDCDC - PHY F346 - LASER SCIENCE AND TECHNOLOGY,HDELE - MEL G624 - ADV VLSI ARCHITECTURES,FDELE - CHE F211 - CHEMICAL PROCESS CALCULATION,HDELE - MEL G611 - I C FABRICATION TECH,FDCDC - HSS F347 - INTRO TOCARNATIC MUSIC,FDCDC - CS F214 - LOGIC IN COMPUTER SC,FDELE - MATH F353 - STATISTICAL INFER & APP,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS,HDCDC - BITS G529 - RESEARCH PROJECT I,FDCDC - EEE F311 - COMMUNICATION SYSTEMS,FDELE - ECE F434 - DIGITAL SIGNAL PROCESS,FDELE - CHE F312 - CHEMICAL ENGG LAB I
Faculty45,x2,FDCDC - PHY F491 - SPECIAL PROJECT,HDELE - BITS G629T - DISSERTATION,FDCDC - CHE F376 - DESIGN PROJECT,FDELE - BITS F464 - MACHINE LEARNING,HDELE - MEL G611 - I C FABRICATION TECH,FDCDC - BITS F415 - INTRODUCTION TO MEMS,HDCDC - EEE G613 - ADVANCED DIGITAL SIGNAL PROCESSING,HDCDC - CHE G622 - ADV CHEMICAL ENGG THERMO,FDCDC - ECE F376 - DESIGN PROJECT,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO,FDELE - PHY F433 - TOPICS IN NONLINEAR OPTICS
Faculty46,x3,FDELE - CS F215 - DIGITAL DESIGN,FDCDC - EEE F311 - COMMUNICATION SYSTEMS,HDCDC - BITS G553 - REAL TIME SYSTEMS,FDELE - CHEM F214 - INORGANIC CHEMISTRY I,FDELE - CHE F211 - CHEMICAL PROCESS CALCULATION,FDCDC - HSS F347 - INTRO TOCARNATIC MUSIC,HDELE - ME G515 - COMPUT FLUID DYNAMICS,HDELE - ME F415 - GAS DYNAMICS,HDCDC - BIO G512 - MOLEC MECH OF GENE EXPRE,FDELE - BITS F464 - MACHINE LEARNING,FDCDC - CS F214 - LOGIC IN COMPUTER SC,FDCDC - CS F314 - SOFT DEV FOR PORT DEVICE
Faculty47,x3,HDELE - BITS G629T - DISSERTATION,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO,FDCDC - CHE F376 - DESIGN PROJECT,FDCDC - GS F231 - DYN OF SOCIAL CHANGE,FDELE - PHY F433 - TOPICS IN NONLINEAR OPTICS,FDCDC - BITS F415 - INTRODUCTION TO MEMS,HDCDC - BITS G561T - DISSERTATION,HDCDC - BITS G540 - RESEARCH PRACTICE,FDELE - HSS F332 - CINEMATIC ART,FDCDC - CS F314 - SOFT DEV FOR PORT DEVICE,HDELE - EEE G512 - EMBEDDED SYSTEM DESIGN,FDELE - BIO F417 - BIOMOLECULAR MODELING
Faculty48,x3,FDELE - EEE F212 - ELECTROMAGNETIC THEORY,FDCDC - BIO F312 - PLANT PHYSIOLOGY,FDELE - MATH F353 - STATISTICAL INFER & APP,HDCDC - BITS G529 - RESEARCH PROJECT I,HDELE - BIO G523 - ADV & APPLIED MICROBIO,FDELE - CS F215 - DIGITAL DESIGN,FDCDC - MATH F111 - MATHEMATICS-I,HDELE - BITS G629T - DISSERTATION,FDCDC - PHY F346 - LASER SCIENCE AND TECHNOLOGY,FDCDC - PHY F491 - SPECIAL PROJECT,HDCDC - BITS G561T - DISSERTATION,FDELE - CHE F312 - CHEMICAL ENGG LAB I
Faculty49,x3,HDCDC - ME G512 - FINITE ELEMENT METHOD,FDELE - CS F222 - DISCR STRUC FOR COMP SCI,FDELE - CHEM F214 - INORGANIC CHEMISTRY I,HDCDC - CHE G622 - ADV CHEMICAL ENGG THERMO,FDCDC - HSS F347 - INTRO TOCARNATIC MUSIC,HDELE - EEE G512 - EMBEDDED SYSTEM DESIGN,FDCDC - MATH F111 - MATHEMATICS-I,FDELE - MATH F353 - STATISTICAL INFER & APP,HDELE - MEL G624 - ADV VLSI ARCHITECTURES,FDELE - BITS F464 - MACHINE LEARNING,FDCDC - GS F233 - PUBLIC POLICY,FDCDC - CS F314 - SOFT DEV FOR PORT DEVICE
Faculty50,x1,FDELE - MATH F353 - STATISTICAL INFER & APP,FDCDC - CHEM F313 - INSTRU METHODS OF ANAL,FDELE - EEE F212 - ELECTROMAGNETIC THEORY,FDCDC - BITS F415 - INTRODUCTION TO MEMS,FDELE - PHY F433 - TOPICS IN NONLINEAR OPTICS,FDELE - GS F221 - BUSINESS COMMUNICATION,HDCDC - BITS G540 - RESEARCH PRACTICE,FDCDC - MATH F313 - NUMERICAL ANALYSIS,FDCDC - PHY F491 - SPECIAL PROJECT,HDCDC - CHE G622 - ADV CHEMICAL ENGG THERMO,HDELE - ME G515 - COMPUT FLUID DYNAMICS,HDELE - BITS G629T - DISSERTATION
