FacultyID  ,Category ,Preference 1                                                    ,Preference 2                                                    ,Preference 3                                                    ,Preference 4                                                 ,Preference 5                                                    ,Preference 6                                                    ,Preference 7                                                    ,Preference 8                                                    ,Preference 9                                               ,Preference 10                                                ,Preference 11                                                ,Preference 12
36  ,x3       ,FDCDC - CHE F266 - STUDY PROJECT                                ,FDCDC - MATH F111 - MATHEMATICS-I                               ,HDELE - BITS G511 - ADVANCED PROJECT                            ,HDCDC - BIO G525 - ENVIR BIOTECH & WAS MGMT                  ,FDELE - BIO F311 - RECOMBINANT DNA TECH                         ,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO               ,FDCDC - ECON F491 - SPECIAL PROJECT                             ,FDCDC - CHEM F313 - INSTRU METHODS OF ANAL                      ,HDELE - CHE G513 - ENVIRONMENTAL MANAGEMENT SYSTEMS        ,FDELE - ECON F355 - BUSS ANAL & VALUATION                    ,FDELE - PHY F215 - INTRO TO ASTRO & ASTROPH                  ,HDCDC - EEE G613 - ADVANCED DIGITAL SIGNAL PROCESSING
37  ,x2       ,HDCDC - ME F212 - FLUID MECHANICS                               ,FDCDC - PHY F212 - ELECTROMAGNETIC THEO I                       ,FDELE - BITS F110 - ENGINEERING GRAPHICS                        ,FDCDC - BITS F417 - MICRO-FLUIDICS & ITS APP                 ,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN                   ,HDELE - ME F443 - QUALI CONTRO ASSUR & REL                      ,FDELE - EEE F366 - LABORATORY PROJECT                           ,FDELE - PHY F213 - OPTICS                                       ,FDCDC - BIO F110 - BIOLOGICAL LABORATORY                   ,FDCDC - PHY F412 - INTRODUCTION TO QUANTUM FIELD THEORY      ,HDCDC - CS G525 - ADV COMPUTER NETWORKS                      ,FDELE - ECE F376 - DESIGN PROJECT
38  ,x2       ,HDCDC - BIO G525 - ENVIR BIOTECH & WAS MGMT                     ,FDCDC - CS F422 - PARALLEL COMPUTING                            ,HDELE - MEL G624 - ADV VLSI ARCHITECTURES                       ,FDELE - ECON F366 - LABORATORY PROJECT                       ,FDELE - ECE F376 - DESIGN PROJECT                               ,FDCDC - MGTS F211 - PRINCIPLES OF MANAGEMENT                    ,FDCDC - INSTR F366 - LABORATORY PROJECT                         ,FDELE - HSS F363 - DISASTER AND DEVELOPMENT                     ,FDCDC - HSS F313 - INTRO TO CONTEMPRORY ARTS               ,HDCDC - BITS G562T - DISSERTATION                            ,HDELE - EEE G581 - RF AND MICROWAVE ENGG                     ,FDELE - CS F407 - ARTIFICIAL INTELLIGENCE
39  ,x3       ,FDCDC - GS F326 - CREATIVE THINKING                             ,FDELE - HSS F232 - INTRO TO DEV STUDIES                         ,FDCDC - CS F314 - SOFT DEV FOR PORT DEVICE                      ,FDCDC - ECE F366 - LABORATORY PROJECT                        ,FDELE - CS F351 - THEORY OF COMPUTATION                         ,FDCDC - EEE F215 - DIGITAL DESIGN                               ,HDCDC - ME F212 - FLUID MECHANICS                               ,HDCDC - BITS G540 - RESEARCH PRACTICE                           ,HDELE - ME F423 - MICRO-FLUIDICS & ITS APP                 ,FDELE - EEE F376 - DESIGN PROJECT                            ,FDELE - CS F429 - NATURAL LANG PROCESS                       ,HDELE - ME G512 - FINITE ELEMENT METHOD
40  ,x3       ,FDELE - CHE F311 - KINETICS & REACTOR DESIG                     ,FDCDC - GS F234 - DEVELOPMENT ECONOMICS                         ,FDCDC - HSS F313 - INTRO TO CONTEMPRORY ARTS                    ,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS                     ,HDCDC - EEE G512 - EMBEDDED SYSTEM DESIGN                       ,HDELE - DE G531 - PRODUCT DESIGN                                ,FDELE - PHY F376 - DESIGN PROJECT                               ,FDELE - ECON F212 - FUNDA OF FIN AND ACCOUNT                    ,FDCDC - ECON F315 - FINANCIAL MANAGEMENT                   ,FDELE - HSS F332 - CINEMATIC ART                             ,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY             ,HDELE - ME G512 - FINITE ELEMENT METHOD
41  ,x2       ,FDELE - CS F213 - OBJECT ORIENTED PROG                          ,FDELE - BITS F110 - ENGINEERING GRAPHICS                        ,HDELE - ME F415 - GAS DYNAMICS                                  ,FDCDC - BITS F417 - MICRO-FLUIDICS & ITS APP                 ,HDCDC - MEL G611 - I C FABRICATION TECH                         ,FDELE - HSS F337 - ENGLISH LITERARY FORMS AND MOVEMENTS         ,FDELE - CHE F414 - TRANSPORT PHENOMENA                          ,FDCDC - PHY F312 - STATISTICAL MECHANICS                        ,FDCDC - ECON F491 - SPECIAL PROJECT                        ,HDELE - CS G553 - RECONFIGURABLE COMPUTING                   ,FDCDC - ECE F434 - DIGITAL SIGNAL PROCESS                    ,HDCDC - EEE G512 - EMBEDDED SYSTEM DESIGN
42  ,x3       ,HDCDC - CS G526 - ADV ALGO & COMPLEXITY                         ,FDELE - MATH F421 - COMBINATORIAL MATHS                         ,FDELE - PHY F315 - THEORY OF RELATIVITY                         ,FDCDC - HSS F340 - POST COLONIAL LITERATURES                 ,FDCDC - PHY F366 - LABORATORY PROJECT                           ,HDELE - CS G553 - RECONFIGURABLE COMPUTING                      ,FDCDC - PHY F111 - MECH OSCIL & WAVES                           ,HDELE - CS G541 - PERVASIVE COMPUTING                           ,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO          ,FDCDC - CHE F266 - STUDY PROJECT                             ,FDELE - EEE F428 - ENERGY STORAGE SYSTEMS                    ,HDCDC - CS G525 - ADV COMPUTER NETWORKS
43  ,x3       ,FDCDC - MATH F111 - MATHEMATICS-I                               ,FDELE - HSS F232 - INTRO TO DEV STUDIES                         ,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO               ,FDCDC - EEE F214 - ELECTRONIC DEVICES                        ,HDELE - INSTR F266 - STUDY PROJECT                              ,FDCDC - ECON F491 - SPECIAL PROJECT                             ,FDELE - PHY F315 - THEORY OF RELATIVITY                         ,HDELE - BITS G511 - ADVANCED PROJECT                            ,FDCDC - EEE F266 - STUDY PROJECT                           ,FDELE - ECON F366 - LABORATORY PROJECT                       ,HDCDC - ME G532 - MACHINE TOOL ENGINEERING                   ,HDCDC - BIO G532 - BIOSTATISTICS AND BIOMODELLING
44  ,x3       ,HDELE - BITS G654 - ADV INSTRUMENTATION TECH                    ,HDCDC - INSTR F311 - ELECTRO INST & INST TECH                   ,FDCDC - CHE F366 - LABORATORY PROJECT                           ,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS                     ,FDCDC - CHE F491 - SPECIAL PROJECTS                             ,FDELE - BITS F225 - ENVIRONMENTAL STUDIES                       ,FDELE - FIN F414 - FINANCIAL RISK ANALY & MANAG                 ,HDELE - INSTR F266 - STUDY PROJECT                              ,FDELE - BIO F211 - BIOLOGICAL CHEMISTRY                    ,FDELE - CHEM F212 - ORGANIC CHEMISTRY I                      ,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY             ,FDCDC - EEE F214 - ELECTRONIC DEVICES
45  ,x3       ,FDELE - PHY F211 - CLASSICAL MECHANICS                          ,FDCDC - MATH F491 - SPECIAL PROJECT                             ,FDCDC - CHEM F312 - PHYSICAL CHEMISTRY IV                       ,FDELE - BIO F417 - BIOMOLECULAR MODELING                     ,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS                        ,HDELE - BITS G654 - ADV INSTRUMENTATION TECH                    ,FDCDC - BITS F437 - TECHNICAL COMMUNICATION                     ,FDELE - FIN F414 - FINANCIAL RISK ANALY & MANAG                 ,HDELE - ME F266 - STUDY PROJECT                            ,FDCDC - CHE F491 - SPECIAL PROJECTS                          ,HDCDC - ME F485 - NUM TECH FL FLOW & HEAT TRANS              ,FDELE - PHY F266 - STUDY PROJECT
46  ,x3       ,FDELE - BIO F311 - RECOMBINANT DNA TECH                         ,HDELE - CHE G622 - ADV CHEMICAL ENGG THERMO                     ,FDELE - ECE F376 - DESIGN PROJECT                               ,HDCDC - MEL G631 - PHY & MO OF MICROEL DEV                   ,HDCDC - BITS G619 - PROFESSIONAL PRACTICE                       ,FDELE - PHY F215 - INTRO TO ASTRO & ASTROPH                     ,FDCDC - MATH F215 - ALGEBRA I                                   ,FDCDC - ECON F376 - DESIGN PROJECT                              ,FDELE - CS F468 - INFORMATION SECURITY PROJECT             ,"HDELE - ME F317 - ENGINES, MOTORS, AND MOBILITY"            ,FDCDC - EEE F266 - STUDY PROJECT                             ,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY
47  ,x2       ,FDCDC - MATH F214 - ELEMENTARY REAL ANALYSIS                    ,HDELE - ME F112 - WORKSHOP PRACTICE                             ,HDELE - ME F266 - STUDY PROJECT                                 ,HDCDC - MEL G622 - INTRO TO ARTIF NEURAL NET                 ,FDCDC - ECON F266 - STUDY ORIENTED PROJECT                      ,FDELE - MATH F376 - DESIGN PROJECT                              ,FDELE - GS F212 - ENVIRON DEV & CLIMATE CH                      ,FDCDC - ECON F354 - DERIVATIVES &  RISK MGMT                    ,FDELE - EEE F428 - ENERGY STORAGE SYSTEMS                  ,HDCDC - EEE G612 - CODING THEORY AND PRACTICE                ,FDCDC - BIO F110 - BIOLOGICAL LABORATORY                     ,FDELE - HSS F363 - DISASTER AND DEVELOPMENT
48  ,x1       ,FDCDC - INSTR F491 - SPECIAL PROJECT                            ,HDCDC - BITS G529 - RESEARCH PROJECT I                          ,FDELE - CS F320 - FOUNDATIONS OF DATA SCIENCE                   ,FDELE - CS F213 - OBJECT ORIENTED PROG                       ,FDCDC - MATH F312 - ORDINARY DIFF EQUATIONS                     ,FDCDC - ECON F376 - DESIGN PROJECT                              ,HDELE - CS G553 - RECONFIGURABLE COMPUTING                      ,FDCDC - MATH F111 - MATHEMATICS-I                               ,FDELE - HSS F232 - INTRO TO DEV STUDIES                    ,HDELE - ME F415 - GAS DYNAMICS                               ,HDCDC - ME F212 - FLUID MECHANICS                            ,FDELE - HSS F379 - INTRODUCTION TO PHILOSOPHY OF SCIENCE
49  ,x2       ,FDCDC - CHE F366 - LABORATORY PROJECT                           ,FDCDC - ECON F315 - FINANCIAL MANAGEMENT                        ,FDCDC - HSS F338 - COMPARATIVE INDIAN LITERATURE                ,HDCDC - CS G518 - INTERNET OF THINGS: DESIGN & DEVELOPMENT   ,FDELE - HSS F371 - CITIES-LIFE ISSUES & CONFLICTS               ,FDELE - CHE F214 - ENGINEERING CHEMISTRY                        ,"HDELE - ME F317 - ENGINES, MOTORS, AND MOBILITY"               ,HDCDC - BITS G540 - RESEARCH PRACTICE                           ,HDELE - EEE G581 - RF AND MICROWAVE ENGG                   ,FDCDC - PHY F412 - INTRODUCTION TO QUANTUM FIELD THEORY      ,FDELE - BITS F225 - ENVIRONMENTAL STUDIES                    ,FDELE - CHEM F431 - SUSTAINABLE CHEMISTRY USING RENEWABLES
50  ,x2       ,FDELE - BITS F110 - ENGINEERING GRAPHICS                        ,FDCDC - EEE F418 - MOD COMMUNICATION TECH                       ,HDCDC - MEL G631 - PHY & MO OF MICROEL DEV                      ,FDCDC - MATH F111 - MATHEMATICS-I                            ,FDCDC - MATH F491 - SPECIAL PROJECT                             ,HDELE - MEL G624 - ADV VLSI ARCHITECTURES                       ,FDCDC - HSS F340 - POST COLONIAL LITERATURES                    ,HDELE - ME F314 - DESIGN OF MACHINE ELEMENTS                    ,FDELE - CS F468 - INFORMATION SECURITY PROJECT             ,HDCDC - DE G611 - DYNAMICS & VIBRATION                       ,FDELE - CHEM F333 - CHEMISTRY OF MATERIALS                   ,FDELE - MATH F421 - COMBINATORIAL MATHS
51  ,x3       ,HDELE - EEE G626 - HARDWARE SOFTWARE CO-DESIGN                  ,HDCDC - BIO G525 - ENVIR BIOTECH & WAS MGMT                     ,FDCDC - MATH F266 - STUDY PROJECT                               ,FDELE - CS F407 - ARTIFICIAL INTELLIGENCE                    ,HDELE - MEL G624 - ADV VLSI ARCHITECTURES                       ,FDELE - HSS F365 - SCIENCE OF SUSTAINABLE HAPPINESS             ,FDELE - CS F468 - INFORMATION SECURITY PROJECT                  ,FDCDC - CHE F376 - DESIGN PROJECT                               ,HDCDC - BIO G515 - STEM CELL & REGENER BIO                 ,FDCDC - MATH F215 - ALGEBRA I                                ,FDCDC - HSS F313 - INTRO TO CONTEMPRORY ARTS                 ,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO
52  ,x3       ,FDCDC - MATH F111 - MATHEMATICS-I                               ,FDCDC - PHY F311 - QUANTUM MECHANICS II                         ,HDCDC - SAN G512 - SANITATION AND PUBLIC HEALTH                 ,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO            ,FDELE - CHE F312 - CHEMICAL ENGG LAB I                          ,HDELE - ME F376 - DESIGN PROJECT                                ,FDCDC - CS F314 - SOFT DEV FOR PORT DEVICE                      ,HDCDC - BITS G562T - DISSERTATION                               ,FDELE - HSS F235 - INTRODUCTORY PHILOSOPHY                 ,HDELE - CHE G613 - ADVANCED MASS TRANSFER                    ,FDCDC - EEE F266 - STUDY PROJECT                             ,FDELE - CS F351 - THEORY OF COMPUTATION
53  ,x3       ,FDELE - CS F407 - ARTIFICIAL INTELLIGENCE                       ,HDCDC - BITS G529 - RESEARCH PROJECT I                          ,FDCDC - ECON F214 - ECONOMIC ENV OF BUSINESS                    ,FDELE - CHE F312 - CHEMICAL ENGG LAB I                       ,FDELE - ECON F355 - BUSS ANAL & VALUATION                       ,FDELE - PHY F376 - DESIGN PROJECT                               ,FDCDC - ECON F354 - DERIVATIVES &  RISK MGMT                    ,HDELE - BITS G561T - DISSERTATION                               ,HDELE - CS G527 - CLOUD COMPUTING                          ,FDCDC - CHE F314 - PROCESS DES PRINCIPLES I                  ,FDCDC - EEE F418 - MOD COMMUNICATION TECH                    ,HDCDC - ME F212 - FLUID MECHANICS
54  ,x2       ,FDELE - BIO F211 - BIOLOGICAL CHEMISTRY                         ,FDCDC - CHEM F376 - DESIGN PROJECT                              ,FDELE - PHY F346 - LASER SCIENCE AND TECHNOLOGY                 ,HDCDC - ME G532 - MACHINE TOOL ENGINEERING                   ,HDELE - BITS G511 - ADVANCED PROJECT                            ,FDCDC - GS F234 - DEVELOPMENT ECONOMICS                         ,HDCDC - SAN G512 - SANITATION AND PUBLIC HEALTH                 ,FDCDC - BITS F316 - NONLINEAR DYNAMICS AND CHAOS                ,FDELE - BIO F491 - SPECIAL PROJECT                         ,FDCDC - BIO F110 - BIOLOGICAL LABORATORY                     ,FDELE - HSS F365 - SCIENCE OF SUSTAINABLE HAPPINESS          ,HDELE - ME F376 - DESIGN PROJECT
55  ,x3       ,HDELE - ME F443 - QUALI CONTRO ASSUR & REL                      ,FDELE - PHY F213 - OPTICS                                       ,FDCDC - CHE F314 - PROCESS DES PRINCIPLES I                     ,FDCDC - PHY F419 - ADVANCED SOLID STATE PHYSICS              ,FDCDC - HSS F340 - POST COLONIAL LITERATURES                    ,FDELE - HSS F227 - CROSS CULTURAL SKILLS                        ,FDELE - BIO F211 - BIOLOGICAL CHEMISTRY                         ,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS                        ,FDELE - BIO F313 - ANIMAL PHYSIOLOGY                       ,FDCDC - BIO F213 - CELL BIOLOGY                              ,HDELE - BITS G654 - ADV INSTRUMENTATION TECH                 ,HDCDC - BITS G562T - DISSERTATION
56  ,x3       ,FDELE - CHE F312 - CHEMICAL ENGG LAB I                          ,FDELE - IS F341 - SOFTWARE ENGINEERING                          ,HDCDC - BIO G515 - STEM CELL & REGENER BIO                      ,FDELE - FIN F414 - FINANCIAL RISK ANALY & MANAG              ,FDCDC - GS F234 - DEVELOPMENT ECONOMICS                         ,HDELE - CS G553 - RECONFIGURABLE COMPUTING                      ,FDCDC - CHE F366 - LABORATORY PROJECT                           ,FDCDC - HSS F338 - COMPARATIVE INDIAN LITERATURE                ,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN              ,FDELE - BIO F491 - SPECIAL PROJECT                           ,HDCDC - BITS G562T - DISSERTATION                            ,FDCDC - BITS F316 - NONLINEAR DYNAMICS AND CHAOS
57  ,x3       ,FDELE - ECON F355 - BUSS ANAL & VALUATION                       ,FDCDC - MATH F215 - ALGEBRA I                                   ,FDELE - PHY F110 - PHYSICS LABORATORY                           ,FDCDC - MATH F111 - MATHEMATICS-I                            ,FDELE - PHY F346 - LASER SCIENCE AND TECHNOLOGY                 ,HDELE - ME G515 - COMPUT FLUID DYNAMICS                         ,HDELE - EEE G581 - RF AND MICROWAVE ENGG                        ,FDCDC - ECON F214 - ECONOMIC ENV OF BUSINESS                    ,FDELE - CHE F214 - ENGINEERING CHEMISTRY                   ,HDCDC - MEL G625 - ADV ANALOG & MIX SIG DES                  ,HDCDC - BITS G513 - STUDY IN ADVANCED TOPICS                 ,FDCDC - EEE F266 - STUDY PROJECT
58  ,x3       ,HDELE - EEE G581 - RF AND MICROWAVE ENGG                        ,HDELE - CHE G513 - ENVIRONMENTAL MANAGEMENT SYSTEMS             ,HDCDC - BITS G563T - DISSERTATION                               ,FDCDC - EEE F266 - STUDY PROJECT                             ,FDCDC - BIO F376 - DESIGN PROJECT                               ,FDELE - HSS F235 - INTRODUCTORY PHILOSOPHY                      ,FDELE - BIO F111 - GENERAL BIOLOGY                              ,FDCDC - EEE F215 - DIGITAL DESIGN                               ,FDCDC - ECON F491 - SPECIAL PROJECT                        ,FDELE - CHEM F431 - SUSTAINABLE CHEMISTRY USING RENEWABLES   ,HDCDC - BITS G562T - DISSERTATION                            ,FDELE - PHY F211 - CLASSICAL MECHANICS
59  ,x2       ,HDCDC - EEE G613 - ADVANCED DIGITAL SIGNAL PROCESSING           ,FDCDC - BITS F417 - MICRO-FLUIDICS & ITS APP                    ,FDELE - HSS F375 - BUS & POL IN COL & POS COL IND               ,FDCDC - MATH F311 - INTRODUCTION TO TOPOLOGY                 ,HDCDC - ME G532 - MACHINE TOOL ENGINEERING                      ,"FDCDC - BIO F217 - LAB FOR WATER, SANITATION & SOLID WASTE"    ,FDELE - EEE F491 - SPECIAL PROJECT                              ,FDCDC - CHEM F376 - DESIGN PROJECT                              ,FDELE - EEE F477 - MODEL OF FIELD-EFFECT NANODEV           ,HDELE - BITS G539 - RESEARCH PROJECT II                      ,FDELE - CS F213 - OBJECT ORIENTED PROG                       ,HDELE - BITS G553 - REAL TIME SYSTEMS
60  ,x1       ,FDELE - HSS F235 - INTRODUCTORY PHILOSOPHY                      ,HDELE - ME F415 - GAS DYNAMICS                                  ,HDELE - BIO G526 - CANCER BIOLOGY                               ,FDELE - BIO F211 - BIOLOGICAL CHEMISTRY                      ,FDELE - ECON F366 - LABORATORY PROJECT                          ,HDCDC - EEE G612 - CODING THEORY AND PRACTICE                   ,FDCDC - CHEM F312 - PHYSICAL CHEMISTRY IV                       ,HDCDC - MEL G611 - I C FABRICATION TECH                         ,FDCDC - BITS F437 - TECHNICAL COMMUNICATION                ,FDCDC - CHE F491 - SPECIAL PROJECTS                          ,FDELE - CHEM F431 - SUSTAINABLE CHEMISTRY USING RENEWABLES   ,FDCDC - BIO F376 - DESIGN PROJECT
61  ,x3       ,FDELE - MATH F376 - DESIGN PROJECT                              ,HDCDC - MEL G622 - INTRO TO ARTIF NEURAL NET                    ,HDELE - BITS G539 - RESEARCH PROJECT II                         ,HDCDC - ME F217 - APPLIED THERMODYNAMICS                     ,FDELE - FIN F414 - FINANCIAL RISK ANALY & MANAG                 ,FDELE - PHY F376 - DESIGN PROJECT                               ,FDCDC - INSTR F491 - SPECIAL PROJECT                            ,FDCDC - CHE F313 - SEPARATION PROCESSES II                      ,HDELE - CHE G622 - ADV CHEMICAL ENGG THERMO                ,FDCDC - BIO F376 - DESIGN PROJECT                            ,FDELE - BITS F225 - ENVIRONMENTAL STUDIES                    ,FDCDC - ECE F366 - LABORATORY PROJECT
62  ,x2       ,FDCDC - BIO F213 - CELL BIOLOGY                                 ,FDELE - HSS F365 - SCIENCE OF SUSTAINABLE HAPPINESS             ,FDELE - CHEM F110 - CHEMISTRY LABORATORY                        ,FDCDC - ECE F366 - LABORATORY PROJECT                        ,FDCDC - ECON F315 - FINANCIAL MANAGEMENT                        ,HDCDC - MEL G611 - I C FABRICATION TECH                         ,HDCDC - CHEM G521 - ENVIRONMENTAL CHEMISTRY                     ,HDELE - ME F316 - MANUFACTURING MANAGEMENT                      ,FDCDC - MATH F312 - ORDINARY DIFF EQUATIONS                ,"FDELE - BIO F216 - WATER,SANITATION & SOLID WASTE"          ,FDELE - BITS F415 - INTRODUCTION TO MEMS                     ,HDELE - ME F415 - GAS DYNAMICS
63  ,x3       ,FDCDC - PHY F312 - STATISTICAL MECHANICS                        ,HDELE - INSTR F266 - STUDY PROJECT                              ,FDELE - ECON F366 - LABORATORY PROJECT                          ,FDCDC - MATH F266 - STUDY PROJECT                            ,HDELE - BIO G514 - MOLECULAR IMMUNOLOGY                         ,HDCDC - ME G535 - ADV ENGG MATHEMATICS                          ,"FDELE - BIO F216 - WATER,SANITATION & SOLID WASTE"             ,FDCDC - ECON F354 - DERIVATIVES &  RISK MGMT                    ,FDCDC - PHY F419 - ADVANCED SOLID STATE PHYSICS            ,FDELE - HSS F227 - CROSS CULTURAL SKILLS                     ,FDELE - PHY F211 - CLASSICAL MECHANICS                       ,HDCDC - BIO G525 - ENVIR BIOTECH & WAS MGMT
64  ,x1       ,FDCDC - BITS F417 - MICRO-FLUIDICS & ITS APP                    ,FDELE - CHEM F333 - CHEMISTRY OF MATERIALS                      ,FDELE - EEE F435 - DIGITAL IMAGE PROCESSING                     ,FDCDC - INSTR F366 - LABORATORY PROJECT                      ,FDELE - HSS F375 - BUS & POL IN COL & POS COL IND               ,HDELE - MEL G624 - ADV VLSI ARCHITECTURES                       ,HDCDC - CS G526 - ADV ALGO & COMPLEXITY                         ,HDELE - ME F314 - DESIGN OF MACHINE ELEMENTS                    ,FDELE - BITS F110 - ENGINEERING GRAPHICS                   ,FDCDC - MATH F266 - STUDY PROJECT                            ,HDCDC - BITS G619 - PROFESSIONAL PRACTICE                    ,FDCDC - MATH F491 - SPECIAL PROJECT
65  ,x1       ,FDELE - PHY F211 - CLASSICAL MECHANICS                          ,HDCDC - MEL G611 - I C FABRICATION TECH                         ,FDCDC - ECE F266 - STUDY PROJECT                                ,FDELE - MATH F113 - PROBABILITY & STATISTICS                 ,HDCDC - EEE G512 - EMBEDDED SYSTEM DESIGN                       ,FDELE - PHY F315 - THEORY OF RELATIVITY                         ,HDELE - MEL G624 - ADV VLSI ARCHITECTURES                       ,FDCDC - HSS F233 - MAIN TRENDS IN INDIAN HISTORY                ,HDELE - ME F266 - STUDY PROJECT                            ,FDCDC - PHY F111 - MECH OSCIL & WAVES                        ,FDCDC - BITS F316 - NONLINEAR DYNAMICS AND CHAOS             ,FDELE - HSS F375 - BUS & POL IN COL & POS COL IND
66  ,x3       ,HDCDC - SAN G512 - SANITATION AND PUBLIC HEALTH                 ,FDELE - MATH F113 - PROBABILITY & STATISTICS                    ,FDELE - BITS F315 - INTRODUCTION TO COGNITIVE NEUR              ,HDELE - BITS G511 - ADVANCED PROJECT                         ,FDCDC - CHE F366 - LABORATORY PROJECT                           ,HDCDC - INSTR F312 - TRANSD & MEASUREMENT SYS                   ,FDELE - ECON F212 - FUNDA OF FIN AND ACCOUNT                    ,FDCDC - HSS F340 - POST COLONIAL LITERATURES                    ,FDCDC - PHY F366 - LABORATORY PROJECT                      ,FDELE - PHY F110 - PHYSICS LABORATORY                        ,HDELE - BITS G561T - DISSERTATION                            ,FDCDC - BIO F213 - CELL BIOLOGY
67  ,x2       ,FDELE - CS F351 - THEORY OF COMPUTATION                         ,FDELE - PHY F346 - LASER SCIENCE AND TECHNOLOGY                 ,FDELE - CHEM F333 - CHEMISTRY OF MATERIALS                      ,HDCDC - CS G526 - ADV ALGO & COMPLEXITY                      ,HDCDC - MEL G611 - I C FABRICATION TECH                         ,"HDELE - ME F317 - ENGINES, MOTORS, AND MOBILITY"               ,FDCDC - CHEM F376 - DESIGN PROJECT                              ,FDELE - BIO F491 - SPECIAL PROJECT                              ,HDELE - ME F423 - MICRO-FLUIDICS & ITS APP                 ,FDCDC - EEE F418 - MOD COMMUNICATION TECH                    ,FDCDC - INSTR F366 - LABORATORY PROJECT                      ,FDCDC - CHEM F313 - INSTRU METHODS OF ANAL
68  ,x1       ,FDCDC - ECON F266 - STUDY ORIENTED PROJECT                      ,FDCDC - MATH F111 - MATHEMATICS-I                               ,FDELE - BIO F417 - BIOMOLECULAR MODELING                        ,FDELE - BIO F111 - GENERAL BIOLOGY                           ,HDCDC - BIO G525 - ENVIR BIOTECH & WAS MGMT                     ,HDCDC - BITS G513 - STUDY IN ADVANCED TOPICS                    ,HDELE - BIO G523 - ADV & APPLIED MICROBIO                       ,FDCDC - HSS F233 - MAIN TRENDS IN INDIAN HISTORY                ,FDELE - CHE F312 - CHEMICAL ENGG LAB I                     ,FDCDC - CHEM F313 - INSTRU METHODS OF ANAL                   ,HDELE - ME G512 - FINITE ELEMENT METHOD                      ,FDELE - FIN F414 - FINANCIAL RISK ANALY & MANAG
69  ,x1       ,HDCDC - MEL G621 - VLSI DESIGN                                  ,HDELE - CS G553 - RECONFIGURABLE COMPUTING                      ,FDELE - BITS F415 - INTRODUCTION TO MEMS                        ,HDCDC - CHEM G521 - ENVIRONMENTAL CHEMISTRY                  ,FDCDC - MGTS F211 - PRINCIPLES OF MANAGEMENT                    ,FDELE - ECON F366 - LABORATORY PROJECT                          ,FDELE - CS F320 - FOUNDATIONS OF DATA SCIENCE                   ,FDCDC - ECE F366 - LABORATORY PROJECT                           ,FDCDC - CS F314 - SOFT DEV FOR PORT DEVICE                 ,FDCDC - ECON F376 - DESIGN PROJECT                           ,FDELE - CS F429 - NATURAL LANG PROCESS                       ,HDELE - ME F366 - LABORATORY PROJECT
70  ,x3       ,HDELE - BITS G654 - ADV INSTRUMENTATION TECH                    ,FDCDC - PHY F366 - LABORATORY PROJECT                           ,HDELE - CS G527 - CLOUD COMPUTING                               ,FDCDC - ECE F266 - STUDY PROJECT                             ,FDELE - CS F301 - PRINCIPLES OF PROGG LANG                      ,FDELE - ECON F313 - ISSUES IN ECONOMIC DEV                      ,FDCDC - CHE F314 - PROCESS DES PRINCIPLES I                     ,FDELE - MATH F113 - PROBABILITY & STATISTICS                    ,HDCDC - BIO G512 - MOLEC MECH OF GENE EXPRE                ,HDCDC - BIO G515 - STEM CELL & REGENER BIO                   ,FDCDC - MATH F111 - MATHEMATICS-I                            ,FDELE - CS F351 - THEORY OF COMPUTATION
71  ,x1       ,FDELE - GS F212 - ENVIRON DEV & CLIMATE CH                      ,FDCDC - ECON F491 - SPECIAL PROJECT                             ,HDCDC - BIO G532 - BIOSTATISTICS AND BIOMODELLING               ,FDCDC - BIO F110 - BIOLOGICAL LABORATORY                     ,FDELE - CS F429 - NATURAL LANG PROCESS                          ,HDELE - BITS G511 - ADVANCED PROJECT                            ,HDCDC - BITS G513 - STUDY IN ADVANCED TOPICS                    ,FDCDC - MATH F214 - ELEMENTARY REAL ANALYSIS                    ,HDELE - MEL G624 - ADV VLSI ARCHITECTURES                  ,FDCDC - MATH F311 - INTRODUCTION TO TOPOLOGY                 ,FDELE - ECON F212 - FUNDA OF FIN AND ACCOUNT                 ,FDELE - PHY F315 - THEORY OF RELATIVITY
